Timestamp,Gender,Age,Whereabouts,Ethnic/Dialect Group,Language spoken most frequently at home:,Marital Status,Nationality,Religion,Sexual Orientation,Professional/Employment Status,Sector,Industry,"Income per annum (including bonuses, gross)",Present Highest Education Level,Intended Highest Education Level,"Economic Scale (Left-Right) [What is your Political Compass analysis? (Optional, but highly recommended)]","Social Scale (Up-Down) [What is your Political Compass analysis? (Optional, but highly recommended)]",On Abortion: It is morally right to terminate a pregnancy before normal childbirth.,On Euthanasia: It is the duty of doctors to keep people alive for as long as possible.,On LGBTQ: The LGBTQ should be given equal rights.,On Religion: Religion has no place in politics.,On Freedom of Speech: The Government should relax existing restrictions on freedom of speech.,On Ministerial Salary: Our ministers should be paid less than they are at the moment.,On Minimum Wage: There should be a minimal wage for all occupations.,MBTI 
1/2/2017 2:09,Female,18,Singapore,"Hokkien, Peranakan",English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,A level,Master's Degree,Moderately Left,Slightly Down,2,6,5,4,5,2,3,INFJ
1/2/2017 2:10,Male,27,Singapore,Malay,English,Attached,Singapore Citizen,Islam,Heterosexual (straight),Salaried Employee,Private,Accounting / Auditing / Taxation,"$100,000 - $119,999",Bachelor's Degree,Master's Degree,,,6,6,2,5,5,6,4,INTJ
1/2/2017 2:10,Male,22,Singapore,Hakka,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other: Student,,Diploma,Bachelor's Degree,Slightly Left,Slightly Down,6,6,6,7,6,4,2,ISFJ
1/2/2017 2:11,Male,18,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Engineering,,O level,Diploma,,,6,4,4,6,5,5,6,ISFJ
1/2/2017 2:17,Male,21,Singapore,"Hokkien, Teochew, Cantonese",English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,A level,Master's Degree,Moderately Left,Slightly Up,7,1,7,7,7,4,7,INTP
1/2/2017 2:18,Male,18,Singapore,"Hokkien, Hakka",English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Master's Degree,Moderately Left,Moderately Down,7,2,6,7,6,4,5,INTJ
1/2/2017 2:19,Male,20,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",NITEC (including Higher and Master),Diploma,,,5,2,5,6,6,4,5,
1/2/2017 2:20,Male,18,Singapore,Malay,Malay,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Master's Degree,,,4,2,6,6,5,3,,
1/2/2017 2:20,Male,29,"Overseas, working","Teochew, Cantonese",English,Married,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Information Technology,"$200,000 and above",Bachelor's Degree,Master's Degree,Strongly Left,,6,4,7,4,1,1,1,INTJ
1/2/2017 2:22,Male,19,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),NSF,Public,Administrative / Secretarial,"Below $20,000",A level,Bachelor's Degree,Slightly Left,Slightly Down,5,3,5,6,5,5,3,ISTP
1/2/2017 2:28,Female,33,Singapore,Teochew,English,Married,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$60,000 - $79,999",Bachelor's Degree,Bachelor's Degree,,,5,3,7,7,4,4,4,ENFP
1/2/2017 2:31,Male,25,"Overseas, working","Hokkien, Cantonese",English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Engineering,"$80,000 - $99,999",Bachelor's Degree,Master's Degree,,,7,1,7,7,7,7,7,INTP
1/2/2017 2:39,Male,18,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,A level,Master's Degree,Moderately Left,Moderately Down,5,2,6,7,6,5,6,INTP
1/2/2017 2:41,Male,22,Singapore,Teochew,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,,,7,2,5,2,5,5,4,ISFJ
1/2/2017 2:44,Male,17,Singapore,none,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,,O level,Diploma,,,4,2,5,7,4,4,4,ISFP
1/2/2017 2:48,Male,21,Singapore,"Malay, Javanese",English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Up,7,7,4,7,4,4,4,INFP
1/2/2017 2:49,Male,37,Singapore,"Hokkien, Hokchew",English,Married,Singapore PR (1st Gen),No Religion,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$60,000 - $79,999",Master's Degree,PhD,Strongly Left,Strongly Up,6,3,7,7,7,7,7,ESTP
1/2/2017 2:54,Male,20,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Up,6,4,6,6,6,7,2,ENTJ
1/2/2017 2:56,Female,23,Singapore,"Malay, Javanese",English,Attached,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Bachelor's Degree,Moderately Left,Moderately Down,3,3,6,6,6,2,2,ISTP
1/2/2017 3:00,Male,32,"Overseas, working",Caucasian,English,Married,Foreigner (Non-Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Manufacturing,"$120,000 - $139,999",Bachelor's Degree,Bachelor's Degree,Slightly Left,Slightly Up,7,3,5,7,5,4,5,ESTJ
1/2/2017 3:00,Male,16,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other/Not Applicable,,O level,PhD,,,5,6,6,7,6,4,2,INFJ
1/2/2017 3:02,Female,35,"Overseas, working",Asian,English,Single,Traviler,No Religion,Homosexual (gay/lesbian),Self-employed,Private,Events / Promotion,"$60,000 - $79,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Up,7,1,7,7,2,7,4,
1/2/2017 3:04,Male,32,"Overseas, working",Caucasian,English,Married,Foreigner (Non-Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Engineering,"$120,000 - $139,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,4,1,7,7,7,4,4,INTP
1/2/2017 3:05,Male,23,Singapore,Teochew,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,,Diploma,Bachelor's Degree,Slightly Left,Slightly Down,3,1,7,7,6,6,5,INFP
1/2/2017 3:15,Male,29,Singapore,Cantonese,English,Engaged,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Real Estate / Property Management,"$100,000 - $119,999",Master's Degree,Master's Degree,Moderately Right,Moderately Up,5,2,5,6,5,1,2,ENTP
1/2/2017 3:16,Male,21,Singapore,Hakka,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,,Diploma,Master's Degree,,,7,6,7,7,6,3,5,INFP
1/2/2017 3:18,Male,20,Singapore,"Tamil, Sikh",English,Attached,Singapore Citizen,Hinduism,Bisexual,Student,Public,Other: Student,"$20,000 - $39,999",O level,Master's Degree,Moderately Left,Moderately Up,3,3,6,2,2,3,6,INFP
1/2/2017 3:20,Male,19,Singapore,"Teochew, Cantonese",Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,PhD,Slightly Left,Slightly Up,7,4,7,7,5,4,3,INTJ
1/2/2017 3:21,Male,15,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and not seeking employment,Not Applicable,Other/Not Applicable,"Below $20,000",PSLE,PhD,Moderately Left,,4,3,7,7,7,6,7,INFP
1/2/2017 3:31,Female,22,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Marketing / Public Relations,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,,,6,3,7,7,2,4,6,ESTJ
1/2/2017 3:32,Female,23,Singapore,Eurasian,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Advertising / Media,,A level,Bachelor's Degree,,,1,5,6,7,5,3,5,ENFP
1/2/2017 3:38,Male,35,Singapore,Caucasian,English,Married,Foreigner (Non-Expatriate),"Christianity, Roman Catholic",Heterosexual (straight),Self-employed,Private,Information Technology,"$20,000 - $39,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,1,2,3,1,7,7,7,INFP
1/2/2017 3:48,Female,28,Singapore,Filipino,Filipino,Single,Foreigner (Expatriate),"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Information Technology,"$60,000 - $79,999",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Up,6,5,6,6,5,1,6,INFP
1/2/2017 3:57,Male,16,Singapore,"Hokkien, Teochew",Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,PSLE,Master's Degree,Moderately Left,Moderately Down,5,2,7,7,6,2,5,INFP
1/2/2017 3:58,Male,17,Singapore,Tamil,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,Slightly Left,Slightly Down,5,1,7,7,7,2,5,INFP
1/2/2017 4:03,Male,22,"Overseas, studying",Bengali,Bengali,Single,Singapore PR (2nd Gen and above),Hinduism,Heterosexual (straight),Student,Not Applicable,Other: Student,,Bachelor's Degree,Master's Degree,Moderately Right,Slightly Up,2,5,3,7,3,3,2,
1/2/2017 4:12,Male,30,Singapore,Javanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Other/Not Applicable,,Bachelor's Degree,Master's Degree,Slightly Left,Slightly Down,6,2,7,7,7,7,7,INFJ
1/2/2017 4:13,Male,18,Singapore,Eurasian,English,Attached,Sg citizen and uk citizen,No Religion,Homosexual (gay/lesbian),Unemployed and seeking employment,Not Applicable,Other/Not Applicable,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Strongly Down,4,4,7,7,6,4,4,ENFP
1/2/2017 4:13,Male,17,Singapore,Hokkien,Mandarin,Attached,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Diploma,Slightly Left,Moderately Up,5,7,5,7,6,4,6,INFJ
1/2/2017 4:18,Male,27,"Overseas, working","Hokkien, Teochew",Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Engineering,"$120,000 - $139,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Up,7,1,7,7,4,2,7,ISFJ
1/2/2017 4:24,Male,26,Singapore,Eurasian,English,Single,Foreigner (Non-Expatriate),Islam,Heterosexual (straight),Student,Private,Accounting / Auditing / Taxation,"Below $20,000",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Down,7,3,7,6,5,4,7,ESFP
1/2/2017 4:24,Male,30,"Overseas, working",Teochew,Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Healthcare / Pharmaceutrical,"$60,000 - $79,999",PhD,,,,,,,,,,,
1/2/2017 4:26,Male,20,Singapore,"Hokkien, Malay, Japanese, German",English,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Public,Other: Student,,NITEC (including Higher and Master),Master's Degree,Slightly Left,Slightly Down,5,7,4,6,6,7,7,ENTP
1/2/2017 4:33,Male,20,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",O level,Diploma,Moderately Left,Slightly Down,7,4,6,7,4,4,5,INFP
1/2/2017 4:34,Male,20,Singapore,Tamil,English,Single,Foreigner (Expatriate),Hinduism,Heterosexual (straight),Student,Private,Information Technology,,O level,Bachelor's Degree,,,6,4,6,7,4,4,6,INTJ
1/2/2017 4:34,Male,21,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Information Technology,,A level,Master's Degree,Strongly Right,Slightly Up,2,1,4,7,6,3,1,INTJ
1/2/2017 4:45,Female,23,Singapore,Teochew,English,Attached,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other/Not Applicable,,Diploma,Bachelor's Degree,Moderately Left,Strongly Down,6,2,7,7,5,6,5,INFP
1/2/2017 4:52,Male,19,"Overseas, studying",Taiwanese,Mandarin,Single,Singapore Citizen,No Religion,Homosexual (gay/lesbian),Student,Not Applicable,Other: Student,"Below $20,000",IB diploma ,Master's Degree,Strongly Left,Strongly Up,7,2,7,7,7,6,6,INFJ
1/2/2017 4:58,Male,19,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Strongly Left,Moderately Up,5,3,7,7,5,2,5,
1/2/2017 5:10,Male,19,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,A level,Master's Degree,Slightly Left,Slightly Down,1,4,7,7,5,4,1,ISTJ
1/2/2017 5:21,Male,21,"Overseas, studying",Eurasian,English,Single,Singapore PR (2nd Gen and above),No Religion,Asexual,Student,Not Applicable,Other: Student,"$80,000 - $99,999",A level,Master's Degree,,,4,6,5,6,6,7,6,INTJ
1/2/2017 5:29,Male,22,Singapore,Hainanese,Chinese/Indian dialect,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",A level,PhD,Moderately Left,Slightly Up,3,6,7,5,5,5,5,INFP
1/2/2017 5:48,Male,32,Singapore,Cantonese,English,Single,Foreigner (Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Marketing / Public Relations,"$140,000 - $159,999",Bachelor's Degree,Bachelor's Degree,,,5,2,6,6,5,4,5,INTJ
1/2/2017 5:51,Male,20,Singapore,Caucasian,English,Single,Foreigner (Non-Expatriate),"Christianity, Lutheran",Heterosexual (straight),Student,Not Applicable,Other: Student,,A level,Master's Degree,Moderately Right,Strongly Down,1,3,6,6,7,4,1,INTJ
1/2/2017 5:56,Male,28,Singapore,Malay,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Freelance,Private,Advertising / Media,"Below $20,000",Diploma,Diploma,,,5,3,7,7,6,5,5,INFP
1/2/2017 7:42,Male,20,Singapore,Malay,English,Single,Singapore Citizen,Islam,Heterosexual (straight),NSF,Public,Other: NSF,,A level,Master's Degree,,,4,6,5,6,5,4,3,ISFJ
1/2/2017 7:53,Male,17,Singapore,Hokkien,Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Master's Degree,,,6,3,7,6,5,4,5,
1/2/2017 7:59,Male,30,Singapore,Other indian language,Chinese/Indian dialect,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$80,000 - $99,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,4,5,7,7,7,6,5,INTJ
1/2/2017 8:01,Male,19,Singapore,Hokkien,Mandarin,Attached,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,,,7,4,7,7,5,4,5,
1/2/2017 8:08,Male,16,Singapore,Caucasian,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Public,Other/Not Applicable,,O level,Master's Degree,Slightly Right,Strongly Up,7,7,7,7,1,6,1,ISTJ
1/2/2017 8:24,Male,29,Singapore,North Indian,English,Single,Singapore PR (1st Gen),No Religion,Heterosexual (straight),Salaried Employee,Private,Legal,"$100,000 - $119,999",Master's Degree,Master's Degree,Slightly Left,Moderately Up,7,3,7,6,5,5,5,
1/2/2017 8:27,Female,21,"Overseas, studying",Cantonese,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Advertising / Media,,Diploma,Bachelor's Degree,Strongly Left,,6,1,7,7,7,7,7,INTJ
1/2/2017 8:34,Male,21,Singapore,"Malay, Javanese",Malay,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Engineering,,O level,Diploma,,,5,4,6,5,3,6,6,ISFJ
1/2/2017 8:37,Female,19,"Overseas, studying",Hokkien,English and Chinese. 2 homes/divorced parents.,Single,Singapore PR (2nd Gen and above),No Religion,Fluid,Student,Not Applicable,Other: Student,,Bachelor's Degree,PhD,Moderately Left,,7,1,7,7,4,6,6,INTJ
1/2/2017 8:38,Male,27,Singapore,Marathi,English,Attached,Singapore PR (1st Gen),No Religion,Heterosexual (straight),Salaried Employee,Private,Consulting,"$60,000 - $79,999",Bachelor's Degree,Master's Degree,Slightly Right,Strongly Down,5,1,7,7,7,1,1,INFJ
1/2/2017 8:54,Female,21,Singapore,Tamil,Tamil,Single,Singapore PR (2nd Gen and above),Islam,Bisexual,Unemployed and seeking employment,Not Applicable,Other/Not Applicable,"Below $20,000",A level,Diploma,Moderately Left,Moderately Down,7,4,7,7,2,4,4,ENFP
1/2/2017 9:12,Male,21,Singapore,Caucasian,English,Single,Foreigner (Non-Expatriate),Judaism,Heterosexual (straight),Student,Public,Architecture / Interior Design,,Bachelor's Degree,Master's Degree,Slightly Left,Slightly Down,6,3,6,3,5,4,3,ENFP
1/2/2017 9:15,Female,24,Singapore,"Malay, Boyanese",English,Single,Singapore Citizen,Islam,Heterosexual (straight),Salaried Employee,Private,Advertising / Media,"$20,000 - $39,999",Bachelor's Degree,Bachelor's Degree,,,4,4,4,4,4,4,4,INTJ
1/2/2017 9:15,Male,26,Singapore,Peranakan,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Sales / Retail,"$20,000 - $39,999",A level,Bachelor's Degree,Strongly Right,,1,1,4,7,6,1,1,ESFP
1/2/2017 9:27,Male,19,Singapore,Indian-Eurasian,English,Single,PR to both Singaporean Parents,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,,A level,Master's Degree,Slightly Left,Slightly Up,5,3,7,5,7,7,7,INTJ
1/2/2017 9:29,Male,21,Singapore,"Hokkien, Cantonese",English,Attached,Singapore Citizen,No Religion,Bisexual,NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Diploma,Moderately Left,,7,3,7,5,7,7,7,ESTP
1/2/2017 9:35,Male,21,Singapore,Tamil,English,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,,A level,Bachelor's Degree,,,6,4,5,7,4,3,4,
1/2/2017 9:41,Male,19,Singapore,"Hokkien, Cantonese",English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Slightly Down,6,2,7,7,7,7,4,INTJ
1/2/2017 9:54,Male,18,Singapore,Teochew,English,Single,Foreigner (Non-Expatriate),Buddhism,Heterosexual (straight),Student,Not Applicable,Sciences / Laboratory / R&D,"Below $20,000",A level,Master's Degree,Moderately Left,Moderately Down,7,5,7,7,7,5,7,
1/2/2017 9:57,Male,21,Singapore,Teochew,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",International Baccalaureate,Bachelor's Degree,Slightly Left,Slightly Down,2,3,7,6,6,6,4,ENFP
1/2/2017 10:00,Male,27,Singapore,Hokkien,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Sciences / Laboratory / R&D,"$60,000 - $79,999",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Down,2,4,7,1,4,4,5,ISFJ
1/2/2017 10:03,Male,23,Singapore,Teochew,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Building & Construction,,O level,Bachelor's Degree,Moderately Right,Moderately Up,7,4,4,4,3,4,3,INFJ
1/2/2017 10:14,Male,54,Singapore,Caucasian,English,Divorced,Singapore PR (1st Gen),"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Information Technology,"$160,000 - $179,999",Diploma,Bachelor's Degree,Strongly Right,Slightly Up,5,3,4,7,7,5,2,ESFP
1/2/2017 10:14,Male,20,Singapore,Shanghainese,English,Attached,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),NSF,Public,Other: NSF,,Diploma,Master's Degree,Slightly Right,,4,4,7,7,3,1,4,INFP
1/2/2017 10:17,Female,15,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,O level,PhD,Slightly Left,Slightly Down,6,3,7,6,5,4,5,INFP
1/2/2017 10:20,Male,22,Singapore,Malay,English,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,,Diploma,Bachelor's Degree,Moderately Left,,5,3,5,4,6,6,6,INFP
1/2/2017 10:24,Male,42,Singapore,Cantonese,English,Married,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Manufacturing,"$200,000 and above",Master's Degree,Master's Degree,Moderately Left,Slightly Up,7,1,7,7,7,5,1,INTJ
1/2/2017 10:29,Male,38,Singapore,Tamil,Tamil,Married,Foreigner (Expatriate),Hinduism,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$140,000 - $159,999",Master's Degree,Master's Degree,Slightly Right,Moderately Up,7,4,6,6,7,6,4,ISFP
1/2/2017 10:36,Female,26,Singapore,Teochew,Mandarin,Single,Singapore Citizen,Buddhism,Bisexual,Unemployed and seeking employment,Not Applicable,Other/Not Applicable,,Bachelor's Degree,Bachelor's Degree,Slightly Left,Moderately Down,7,1,7,7,7,2,5,ENFP
1/2/2017 10:53,Female,16,Singapore,Hainanese,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,,PSLE,Bachelor's Degree,Moderately Left,Slightly Down,1,6,5,4,3,4,5,ISTP
1/2/2017 11:00,Male,28,Singapore,Burmese,English,Single,Singapore Citizen,No Religion,Bisexual,Salaried Employee,Public,Environment / Health,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Right,Strongly Up,4,4,5,7,7,7,4,INTP
1/2/2017 11:00,Male,25,Singapore,Hokkien,English,Attached,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Information Technology,"$60,000 - $79,999",Bachelor's Degree,PhD,Moderately Left,Slightly Up,1,4,3,3,2,2,6,INTP
1/2/2017 11:04,Male,24,Singapore,"Hokkien, Cantonese",English,Attached,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,,Bachelor's Degree,Master's Degree,Moderately Left,Moderately Up,7,5,7,7,7,4,7,INTJ
1/2/2017 11:06,Male,29,Singapore,Caucasian,English,Single,Foreigner (Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$120,000 - $139,999",Diploma,Diploma,Strongly Right,Slightly Up,1,2,4,7,4,4,4,ESTP
1/2/2017 11:15,Male,20,Singapore,Hakka,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Bachelor's Degree,,,5,3,6,6,6,4,4,
1/2/2017 11:31,Male,19,Singapore,Hakka,English,Single,Singapore Citizen,Buddhism,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,,,1,7,7,7,5,5,7,
1/2/2017 11:33,Male,22,Singapore,Teochew,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,Diploma,Bachelor's Degree,Moderately Left,Moderately Up,6,4,6,6,6,5,5,
1/2/2017 11:39,Male,32,"Overseas, working",Caucasian,Turkish,Married,Foreigner (Expatriate),No Religion,Heterosexual (straight),Self-employed,Private,Information Technology,"$200,000 and above",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,5,3,7,7,6,3,5,
1/2/2017 11:43,Male,24,Singapore,Indonesian,English,Single,Singapore PR (1st Gen),No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$80,000 - $99,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Slightly Down,7,1,6,7,4,4,4,INTJ
1/2/2017 11:45,Male,19,Singapore,Hakka,English,Single,Singapore Citizen,Buddhism,Heterosexual (straight),NSF,Not Applicable,Other: NSF,,A level,Bachelor's Degree,Moderately Left,,7,7,7,5,7,5,7,
1/2/2017 11:58,Male,34,Singapore,Malay,Malay,Single,Singapore Citizen,Islam,Heterosexual (straight),Salaried Employee,Public,Administrative / Secretarial,"$40,000 - $59,999",Diploma,Bachelor's Degree,Slightly Left,Slightly Down,4,2,3,6,5,7,5,ISFP
1/2/2017 12:09,Female,20,Singapore,Hokkien,Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Information Technology,"Below $20,000",A level,Master's Degree,Moderately Left,Slightly Down,5,2,6,6,3,4,5,ISTP
1/2/2017 12:10,Male,19,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,PhD,Moderately Left,Slightly Down,6,6,5,7,7,6,5,INFJ
1/2/2017 12:21,Female,19,Singapore,Eurasian,English,Single,Singapore Citizen,Hinduism,Bisexual,Salaried Employee,Private,Marketing / Public Relations,"Below $20,000",A level,PhD,Moderately Left,Slightly Up,7,1,7,7,7,4,7,INFP
1/2/2017 12:33,Male,25,Singapore,Caucasian,English,Married,Foreigner (Expatriate),"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Manufacturing,"$200,000 and above",Bachelor's Degree,Bachelor's Degree,Strongly Right,Moderately Up,3,5,7,6,7,4,3,INTJ
1/2/2017 12:39,Female,25,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,Pagan,Asexual,Salaried Employee,Private,Human Resources,"$20,000 - $39,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,7,5,7,7,7,7,7,INTP
1/2/2017 12:40,Male,37,"Overseas, working","Teochew, Cantonese",Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$60,000 - $79,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Slightly Down,7,2,6,7,3,5,4,ISFJ
1/2/2017 12:49,Female,19,"Overseas, studying","Cantonese, Hakka","50-50 Mandarin-English w parents, English w siblings ",Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Master's Degree,Moderately Left,Slightly Down,5,3,7,3,6,6,4,ISTJ
1/2/2017 12:54,Female,24,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Bisexual,Salaried Employee,Private,Information Technology,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Up,5,3,7,7,6,3,4,INTP
1/2/2017 12:59,Female,18,Singapore,"Hokkien, Hakka",English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,O level,Bachelor's Degree,,,6,3,7,6,5,4,4,INTP
